time,RF_GRF_x,RF_GRF_y,RF_GRF_z,RF_ThC1_theta,RF_ThC1_vel,RF_ThC3_theta,RF_ThC3_vel,RF_CTr_theta,RF_CTr_vel,RF_TrF_theta,RF_TrF_vel,RF_FTi_theta,RF_FTi_vel
0.14,0.0,0.0,0.0,-0.17612059111761846,1.3312918471056339,0.469429507844759,-0.7799731099353557,0.7612406392631059,-1.1034260011545949,0.3016512988021102,1.4892966924453799,0.2638839139005205,1.8810698456360186
0.14200000000000002,0.0,0.0,0.0,-0.17345367296152797,1.333459078045246,0.4678613413534478,-0.784083245655598,0.759108918075164,-1.0658605939709576,0.3046168688837252,1.4827850408074827,0.26753117047179725,1.8236282856383679
0.14400000000000002,0.0,0.0,0.0,-0.17078234839754922,1.3356622819893775,0.4662849398637548,-0.7882007448465067,0.7570516074339582,-1.0286553206029225,0.30756886010523293,1.4759956107538719,0.27106467419484304,1.7667518615228917
0.146,0.0,0.0,0.0,-0.16810656098477164,1.3378937063887875,0.46470028621049797,-0.7923268266284145,0.7550680059631141,-0.9918007354220437,0.31050672636644305,1.4689331306050601,0.27448553124688785,1.7104285260224061
0.148,0.0,0.0,0.0,-0.16542626871317098,1.3401461358003297,0.4631073611780083,-0.7964625162448224,0.7531574293745049,-0.9552882943045793,0.3134299305255297,1.4616020795433227,0.27779482581164683,1.65464728237949
0.15,0.0,0.0,0.0,-0.16274144448551334,1.3424121138288225,0.4615061436719312,-0.8006087530385564,0.7513192104942629,-0.9191094401210242,0.3163379448787622,1.4540071766162566,0.2809936198121179,1.5993970002355362
0.152,0.0,0.0,0.0,-0.16005207606935132,1.3446842080810095,0.459896611036732,-0.8047663175995978,0.7495526984978184,-0.8832559982222543,0.31923025138543365,1.446153253335719,0.28408295356923274,1.5446668785574214
0.154,0.0,0.0,0.0,-0.15735816425494886,1.3469559072012276,0.45827873942183656,-0.8089358074477304,0.7478572564892187,-0.8477210042998062,0.3221063406176383,1.4380446161023352,0.28706384879928803,1.4904476150276458
0.156,0.0,0.0,0.0,-0.15465972331910194,1.349220467923462,0.4566525039567023,-0.8131177325671202,0.7462322614994218,-0.8124974948984787,0.3249657122643185,1.4296858233400767,0.28993730834304815,1.4367297718800576
0.158,0.0,0.0,0.0,-0.15195678432319001,1.351469497955962,0.4550178789044025,-0.8173125261499159,0.7446771069700933,-0.7775772646642642,0.32780787774904485,1.4210827423631889,0.29270431225073656,1.3835019538442073
0.16,0.0,0.0,0.0,-0.14924938369106652,1.3537003160617456,0.4533748382601253,-0.8215203221385858,0.7431911915655349,-0.7429577022791678,0.33063235225305243,1.4122372520037896,0.2953658333067723,1.3307605280178658
0.162,0.0,0.0,0.0,-0.14546253379128063,1.8934249498929467,0.45105272507195965,-1.1610565940828321,0.740845271667267,-1.172959949133967,0.3347637627361668,2.065705241557192,0.299416041020206,2.025103856716864
0.164,0.0,0.0,0.0,-0.1424967108673181,1.4829114619812622,0.44914088837953475,-0.9559183462124476,0.7368803851387651,-1.9824432642509549,0.33924823162238343,2.2422344431083094,0.30536389932170965,2.9739291507518137
0.166,0.0,0.0,0.0,-0.14104388826362513,0.7264113018464885,0.44800216359210654,-0.5693623937141068,0.7298549193454675,-3.5127328966487736,0.34442429365126126,2.5880310144389127,0.3149232218380126,4.779661258151463
0.168,0.0,0.0,0.0,-0.14164924227102754,-0.3026770037012072,0.4479324810190509,-0.03484128652780916,0.718681114178889,-5.5869025832892545,0.3505632807873346,3.0694935680366795,0.32933913930252967,7.207958732258546
0.17,0.0,0.0,0.0,-0.14471666900578897,-1.533713367380715,0.44916709451239173,0.6173067466704041,0.7026278267861583,-8.026643696365355,0.3578584582075927,3.647588710129046,0.34935370317603665,10.007281936753486
0.17200000000000001,0.0,0.0,0.0,-0.15051489009728947,-2.899110545750247,0.45188698681477546,1.3599461511918653,0.6813143822264527,-10.656722279852815,0.366414703417131,4.2781226047691465,0.37519085477202613,12.918575797994741
0.17400000000000002,0.0,0.0,0.0,-0.15918448558570733,-4.334797744208932,0.45622423173930665,2.1686224622655956,0.6546912072272568,-13.311587499597932,0.376239284675693,4.912290629281002,0.4065754340011669,15.692289614570392
0.176,0.0,0.0,0.0,-0.17074587076074818,-5.780692587520425,0.46226495896581127,3.020363613252308,0.6230090599428679,-15.841073642194447,0.3872337684788606,5.497241901583793,0.44278845243622067,18.106509217526877
0.178,0.0,0.0,0.0,-0.18510777287284558,-7.180951056048698,0.47004863767489075,3.891839354539739,0.5867839127234596,-18.112573609704143,0.3991868221370202,5.976526829079814,0.48275009864071516,19.980823102247246
0.18,0.0,0.0,0.0,-0.202075346102008,-8.483786614581213,0.47956288070896913,4.7571215170391925,0.5467668133980433,-20.008549662708152,0.4117678176687686,6.290497765874176,0.5251162663191354,21.183083839210138
0.182,0.0,0.0,0.0,-0.22135685130631003,-9.640752602151013,0.49073388848651694,5.585503888773907,0.5039265198806121,-21.420146758715617,0.4245218947082464,6.37703851973892,0.5683747039669738,21.62921882391916
0.184,0.0,0.0,0.0,-0.24256790383077936,-10.605526262234669,0.5034138688678417,6.339990190662364,0.459448055637403,-22.239232121604555,0.4368686216337979,6.173363462775749,0.6109312220667215,21.27825904987385
0.186,0.0,0.0,0.0,-0.2652326947598125,-11.332395464516559,0.5173681053032713,6.977118217714795,0.414743951285796,-22.352052175803493,0.44810843743320916,5.619907899705622,0.6511815783043459,20.125178118812205
0.188,0.0,0.0,0.0,-0.288782377683798,-11.774841461992757,0.5322655411393059,7.448717918017322,0.3714681707950648,-21.637890245365607,0.4574429866520664,4.667274609428618,0.6875681663305154,18.19329401308478
0.19,0.0,0.0,0.0,-0.3125520577154325,-11.884840015817243,0.5476773232321412,7.705891046417667,0.3315170084871624,-19.975581153951175,0.4640159182154755,3.2864657817045506,0.7186214284228454,15.526631046164974
0.192,0.0,0.0,0.0,-0.33577944715383656,-11.613694719202039,0.5630870180498572,7.704847408857962,0.2969988471180378,-17.259080684562306,0.466977830269232,1.4809560268782551,0.7429843100165722,12.181440796863397
0.194,0.0,0.0,0.0,-0.35760977335345284,-10.915163099808138,0.577913726658366,7.413354304254438,0.270158928207921,-13.419959455058416,0.46557144540075307,-0.7031924342394691,0.7594152112660483,8.215450624738052
0.196,0.0,0.0,0.0,-0.37711193308014873,-9.751079863347945,0.5915456155320375,6.8159444368357525,0.25325902833273606,-8.44994993759246,0.4592219876707376,-3.1747288650077476,0.7667621649375252,3.6734768357384873
0.198,0.0,0.0,0.0,-0.39330912196605805,-8.09859444295466,0.603378261293037,5.916322880499703,0.24843372495400373,-2.412651689366163,0.44760849740664355,-5.8067451320470145,0.7638994104626652,-1.4313772374300315
0.2,0.0,0.0,0.0,-0.4052231635107976,-5.957020772369787,0.6128516774547341,4.736708080848584,0.2575660103436793,4.566142694837794,0.4306922906984827,-8.458103354080427,0.7496172018514892,-7.141104305588009
0.202,0.0,0.0,0.0,-0.4122994800118676,-3.538158250534995,0.6196924954564522,3.420409000859048,0.28106979653045294,11.751893093386812,0.40908924200937297,-10.801524344554863,0.723366172894085,-13.125514478702083
