time,RH_GRF_x,RH_GRF_y,RH_GRF_z,RH_CTr_pos,RH_CTr_acc,RH_TrF_pos,RH_TrF_acc,RH_FTi_pos,RH_FTi_acc
0.03,-18.8041197423176,8.476952921357483,27.281072663675083,-0.2969293709561796,0.12288376980443416,-0.1915173411755596,0.14179144642555092,0.2586389307889475,-0.19305456877602223
0.032,-18.085490542572817,7.750641106943363,25.83613164951618,-0.2849074821423998,0.12103359632829669,-0.18726405071325022,0.13414043668648434,0.2474478554340335,-0.19162338824553674
0.034,-17.384602564686748,7.2007415635188625,24.585344128205612,-0.27489362840556547,0.11498082386376728,-0.18050891648270756,0.12698619657693297,0.23819520391158283,-0.18506804068346078
0.036000000000000004,-16.6954515704132,6.754905941401548,23.45035751181475,-0.26593243606975697,0.10678126512981947,-0.17238779340630936,0.12024057137011866,0.22992897518367786,-0.17603612754367562
0.038,-16.00948627147237,6.336723589514556,22.346209860986924,-0.25703918029266754,0.09816715679723051,-0.16404181355137956,0.11366089420585956,0.2216523172253028,-0.16634049944739487
0.04,-15.3247092423176,5.929280235043349,21.253989477360946,-0.24799962080205473,0.08965202648107977,-0.15571564238130867,0.10719939386738683,0.2131462359399138,-0.1567588655094609
0.042,-14.936512502381248,5.701469703093941,20.63798220547519,-0.24279370403343006,0.08488106877685583,-0.15100718123100837,0.1036012220378351,0.20819491002121243,-0.15139166895192457
0.044,-14.550218710522266,5.479776948880766,20.02999565940303,-0.2375679780796481,0.08012248504488086,-0.1463006244095977,0.10001716463749999,0.2032124001194492,-0.1460386666045527
0.046,-14.163835170691751,5.2600107879520035,19.423845958643753,-0.23227787227410465,0.07540411672271476,-0.14160025665707823,0.09647897913211871,0.1981285422727346,-0.14073179544021486
0.048,-13.778599165270451,5.0444982802842055,18.82309744555466,-0.22694777670107114,0.07070974744639773,-0.13690289577971534,0.09296755407786769,0.1929816395140269,-0.1354523945812312
0.05,-13.39438379970096,4.83278448497283,18.227168284673787,-0.22157269263961124,0.06604237709666085,-0.13220891763690348,0.08948623453113819,0.18776381122932687,-0.13020389781577096
0.052000000000000005,-13.010533187786265,4.623481867584585,17.63401505537085,-0.21613699247382312,0.06140994811182198,-0.12751817415230413,0.08604300579502497,0.1824503096976712,-0.12499530714830948
0.054,-12.628846497595747,4.4198080709963214,17.04865456859207,-0.2106760355978984,0.05679207802902413,-0.12282877844196015,0.08261564823000199,0.17709694431311757,-0.119803344021681
0.056,-12.246716740715254,4.216728036744492,16.463444777459745,-0.20513331047658231,0.05221946800173769,-0.11814188841314231,0.07923653057562202,0.17161441085157672,-0.11466295234044854
0.058,-11.867179329533732,4.019704549897668,15.8868838794314,-0.1995699449292629,0.0476579379442278,-0.11345526415379822,0.07586902686494326,0.1660992586615324,-0.10953516325701465
0.06,-11.487858407873695,3.824197577919693,15.312055985793387,-0.19393410646550027,0.04313491356281754,-0.10876914932821959,0.07254165158426576,0.1604695597609264,-0.10445114462506674
0.062,-11.110570469304008,3.633351521185932,14.743921990489941,-0.188261516967992,0.038630623846008454,-0.10408239200434827,0.06923336732897672,0.1547817599555122,-0.09938836986221704
0.064,-10.734678672550425,3.445809323501327,14.180487996051752,-0.18253642599370404,0.034153097935772314,-0.09939471682577296,0.0659523559670997,0.14901095885751464,-0.09435594348379313
0.066,-10.359992668773051,3.2611048168394365,13.621097485612488,-0.17675268808900674,0.029704241960679556,-0.09470452613590608,0.06269991268397121,0.14314744553761394,-0.08935594488356809
0.068,-9.987909233883693,3.0814374819151498,13.069346715798844,-0.17093696094954053,0.02527102413202853,-0.09001296334897096,0.05946305198925094,0.1372333619148568,-0.08437363416236049
0.07,-9.616184810934149,2.902817662856799,12.519002473790948,-0.16503991341890248,0.02087590698732834,-0.08531577314849004,0.056263316467586436,0.13119076638694732,-0.07943430669427351
0.07200000000000001,-9.247769849341028,2.730041409235463,11.97781125857649,-0.15912098272786676,0.01649082429386626,-0.08061676826548657,0.053073251714062984,0.12511359947588835,-0.07450628481591576
0.074,-8.87989627931541,2.5582942046975368,11.438190484012948,-0.15311924872502056,0.012142899300739272,-0.07590978067710986,0.049918592548541876,0.11890565909636047,-0.06962007160740659
0.076,-8.51500031777381,2.391436558350025,10.906436876123834,-0.14708374187329062,0.007809479431950074,-0.0711985881553804,0.04677744891670564,0.11264442873480233,-0.06475013510866252
0.078,-8.15188638658641,2.2272859584108518,10.379172344997261,-0.140986318131941,0.0035026522911137913,-0.06647968658917117,0.043661083763291884,0.10628550007285585,-0.059910039244488206
0.08,-7.7908845955747825,2.0662290075021694,9.857113603076952,-0.1348314155006407,-0.0007805663625022677,-0.06175196195022004,0.040566229871945164,0.09983598308304394,-0.055096362548009356
0.082,-7.4329238241766795,1.90948776622484,9.34241159040152,-0.12863627764637478,-0.005047259075064276,-0.05701806116034946,0.03748643386404529,0.09332305426372603,-0.05030117926891721
0.084,-7.076198423757743,1.7540864143856658,8.83028483814341,-0.12235884324010642,-0.009281654290306904,-0.05226906810355472,0.03443541486614978,0.0866806123276303,-0.045542037689712836
0.08600000000000001,-6.723515265665046,1.6041236962172676,8.327638961882315,-0.11605775277194166,-0.013506872929287561,-0.047515551458197844,0.03139252764454255,0.08000095826526935,-0.04079312937425612
0.088,-6.342654522483596,1.4386963138306672,7.781350836314264,-0.10910830239549904,-0.018007811005195714,-0.04217068585966489,0.02824555645124621,0.07237870413655426,-0.035875875242139976
0.09,-5.881473282808733,1.1543010812146897,7.271840890838907,-0.1016305248189424,-0.022561206656347144,-0.036242463546257035,0.02523450398956009,0.06372255910763404,-0.031159492798232897
0.092,-5.296710326992385,0.6801168398890408,6.860310533503566,-0.09366505182549353,-0.02716421475346792,-0.0297910404265978,0.022338520174036126,0.054130724545670354,-0.02661228438092261
0.094,-4.686921386994813,0.17211909788332402,6.448690728891124,-0.08525251519837415,-0.03181399016728411,-0.022876572409310663,0.01953675491922627,0.04370140181782481,-0.022202552328596838
0.096,-4.059000701068703,-0.36133015789258804,6.041668700178532,-0.076433546720806,-0.03650768776852178,-0.015559215403019142,0.016808358139682473,0.032532792291259015,-0.01789859897964331
0.098,-3.419493278318826,-0.91233536866983,5.643048936194962,-0.0672487781760109,-0.04124246242790702,-0.007899125316346726,0.014132479749956666,0.02072309733313463,-0.013668726672449751
0.1,-2.774502061654283,-1.4735193185719488,5.255657185224754,-0.05773884134721053,-0.046015469016165884,4.354194208307065e-05,0.011488269664600807,0.008370518310613263,-0.009481237745403895
0.10200000000000001,-0.5742251232553038,-2.6161499723153923,5.1829788718005965,-0.03790598997048113,-0.05566479746220879,0.01653598433972083,0.006211454065206706,-0.017570486458973897,-0.0011066193853061807
0.10400000000000001,0.5288562368336993,-2.9503393328467693,5.499328650549327,-0.02766433898899558,-0.06053542906144497,0.02496544766168179,0.003537148380272354,-0.030962509471716446,0.003143905370970223
0.106,1.6201895559629373,-3.2801356282992526,5.816022005742172,-0.01726004685639181,-0.06543291207245906,0.033436864520906134,0.0008111106579157343,-0.04450461108020945,0.007478837393548021
0.108,2.6153856158047297,-3.5699537798633436,6.185339395668073,-0.006733745355891564,-0.07035440136597715,0.04189007900877037,-0.001987509187311224,-0.05809858991729131,0.011929874344039486
0.11,3.173479112476694,-3.6779507593316385,6.851429871808333,0.0038739337292833884,-0.0752970518127253,0.050264935216650986,-0.004879561240856557,-0.0716462446158004,0.01652871388405689
0.112,3.7098010724153165,-3.7747260786768493,7.484527151092166,0.014522358615911283,-0.08025801828342956,0.058501277235924465,-0.007885895588168327,-0.08504937380857507,0.021307053675212496
0.114,4.220210017705227,-3.857426862124459,8.077636879829686,0.02517089752077039,-0.08523445564881602,0.06653894915796733,-0.011027362314694578,-0.09820977612845369,0.026296591379118606
0.116,4.701016247629586,-3.9231960831984924,8.62421233082808,0.03577891866063897,-0.09022351877961075,0.07431779507415609,-0.014324811505883382,-0.11102925020827464,0.03152902465738745
0.11800000000000001,5.149052258485528,-3.969186179631992,9.11823843811752,0.046305790252295205,-0.09522236254653982,0.08177765907586723,-0.017799093247182783,-0.12340959468087634,0.037036051171631335
0.12,4.735753871816192,-3.9353630561967337,8.671116928012925,0.0364148569674751,-0.0904975093773333,0.07490180028287668,-0.014427758982614143,-0.11195532912760141,0.03169532265327559
0.122,5.149052258485494,-3.9691861796322607,9.118238438117753,0.046305790252295205,-0.0952223625465398,0.08177765907586722,-0.017799093247182783,-0.12340959468087634,0.037036051171631335
0.124,5.554973942748615,-4.004417991220016,9.55939193396863,0.05634495484321867,-0.0999207038578022,0.08876604048013016,-0.021151668985393973,-0.13508483503113702,0.04234809840558216
0.126,5.952451453793702,-4.041057488487372,9.993508942281075,0.06653832481926376,-0.10459284780703616,0.09587652164411262,-0.024485999470924145,-0.14698912218913,0.04763186539813365
0.128,6.340269708766813,-4.07908475874102,10.419354467507834,0.0768923588521881,-0.10923910025396176,0.10311958784129553,-0.027802581965373385,-0.1591311590560366,0.052887742541881985
0.13,6.717043630618121,-4.118456495561539,10.83550012617966,0.08741405886111625,-0.11385975851679794,0.11050675816220776,-0.03110189792151752,-0.17152035415611702,0.05811610973269206
0.132,7.081196247752362,-4.159101568069963,11.240297815822325,0.09811107533348841,-0.11845511144417106,0.11805081138253971,-0.03438441286398119,-0.1841669557467894,0.06331733672334548
0.134,7.430922389199183,-4.200913085535275,11.631835474734459,0.10899174306145604,-0.12302543958177292,0.1257658836039198,-0.03765057815105677,-0.19708209501627197,0.06849178229970386
0.136,7.764148957801486,-4.243739320558489,12.007888278359975,0.12006515211696031,-0.12757101623472397,0.13366763375139504,-0.040900831432005964,-0.21027787492704436,0.0736397967577776
0.138,8.078496954664203,-4.2873748507719185,12.365871805436122,0.13134131296441262,-0.13209210936112156,0.14177361469102073,-0.04413559620969592,-0.2237675783796615,0.07876172724433537
0.14,8.37122305818286,-4.331546239653616,12.702769297836475,0.1428312417451898,-0.13658897117086413,0.15010349776648738,-0.04735528361053271,-0.23756577195747539,0.08385788932152559
0.14200000000000002,8.639148322983397,-4.375893666211995,13.015041989195392,0.1545470540768147,-0.14106185624579468,0.15867931284796688,-0.0505602924425331,-0.25168842076095405,0.08892861425558261
0.14400000000000002,8.878586451237812,-4.419951804991442,13.298538256229254,0.16650221037937574,-0.14551104008391327,0.16752603342869943,-0.05375100814302996,-0.2661531936306405,0.0939742982778239
0.146,9.085246076659727,-4.463122846015446,13.548368922675174,0.17871172234134297,-0.1499366577718501,0.17667211931977306,-0.05692780969168409,-0.280979714059392,0.09899497630684369
0.148,9.254097565004551,-4.50463786397692,13.75873542898147,0.19119228372832403,-0.15433903878429234,0.18614988534291818,-0.06009105799892752,-0.29618971618702417,0.103991204631075
0.15,9.379230303845755,-4.54351352031848,13.922743824164236,0.20396263399349493,-0.15871877052239813,0.1959964318065231,-0.06324109330918573,-0.31180748950938175,0.10896422877164239
0.152,9.453682638297021,-4.578499154958726,14.032181793255747,0.21704410450082923,-0.1630744611091259,0.2062551216309356,-0.06637831933783687,-0.3278605373037927,0.11391008042251934
0.154,9.469161082209988,-4.607984382298133,14.07714546450812,0.23046062784729637,-0.16740856097055584,0.2169756941238538,-0.06950298635032091,-0.3443795772671408,0.11883493678989514
0.156,9.415758908429556,-4.6299005533918525,14.045659461821408,0.24423942549229755,-0.17172492207329165,0.22821616580952148,-0.07261528250749957,-0.3613993652439287,0.12374868075865625
0.158,9.281677640722142,-4.641630370097679,13.92330801081982,0.25841330922149236,-0.17599710085489972,0.24004918655299368,-0.07571652067695563,-0.37896145264813,0.12858126881026682
0.16,9.052398953934036,-4.639676255295543,13.692075209229579,0.2730169100045815,-0.1801882641832741,0.2525521772948942,-0.07880839971196352,-0.3971096011748158,0.13323524718659274
0.162,8.546300469766411,-4.609676328902795,13.155976798669206,0.2944308940793666,-0.18656079633338077,0.271907594598757,-0.08308987353284103,-0.4237791664923401,0.14045839675355307
0.164,7.968490024969545,-4.569860006876726,12.53835003184627,0.31332793968766504,-0.19403581101026077,0.29192990560519727,-0.0862550874141284,-0.44718612310620676,0.1487960330353078
0.166,7.586828039827619,-4.5685793530210335,12.155407392848652,0.3263094140625225,-0.2035296207942849,0.3109496133543818,-0.08740961942902051,-0.46279678462582463,0.15915169881740585
0.168,0.0,0.0,0.0,0.3302819630957509,-0.21569611521039941,0.32663733994534666,-0.08587549595601415,-0.466488495040837,0.17213876732272923
0.17,0.0,0.0,0.0,0.3229142403906078,-0.23091140504743762,0.33671172501777713,-0.08118761233475613,-0.45526412499804825,0.18806591890972052
0.17200000000000001,0.0,0.0,0.0,0.30318658395623704,-0.2492659393955426,0.34009176145531556,-0.07308363804770435,-0.42804200633874323,0.20693193070115265
0.17400000000000002,0.0,0.0,0.0,0.27160220963625475,-0.2705707290554626,0.33755585656669335,-0.06148465156205739,-0.3859117538660816,0.2284383833874038
0.176,0.0,0.0,0.0,0.2298038445485899,-0.2943795457952662,0.331172141885194,-0.046468035559959826,-0.3315509249193228,0.25202286872172197
0.178,0.0,0.0,0.0,0.17988579922253006,-0.3200249045248276,0.3231090733214092,-0.02823775724363287,-0.26824005295665304,0.2769101658126698
0.18,0.0,0.0,0.0,0.1238685548575725,-0.3466632470440785,0.3148740856472198,-0.007098428620890926,-0.19910984859126735,0.3021756734268418
0.182,0.0,0.0,0.0,0.063489467309164,-0.37332432960920703,0.3072008058140496,0.01656190133772664,-0.12682004222199728,0.32681441912923304
0.184,0.0,0.0,0.0,0.0002030210642853525,-0.39896081748862233,0.3002410030893891,0.04227846936238914,-0.053525980172603974,0.34980958187567696
0.186,0.0,0.0,0.0,-0.06473904697207399,-0.4224918418001472,0.2937791847583262,0.06950783606980347,0.019042340185061776,0.37018599832940896
0.188,0.0,0.0,0.0,-0.13019558670604992,-0.4428419039927082,0.28737906091783205,0.09762127786239112,0.08948290066221447,0.38705284655640704
0.19,0.0,0.0,0.0,-0.1950540025096038,-0.4589785666432829,0.2804654761072923,0.12589814799285046,0.15663741839758993,0.3996443294402159
0.192,0.0,0.0,0.0,-0.2581613054110903,-0.4699416490954609,0.2723662821756568,0.1535236411875432,0.21952304439795833,0.40733987817592215
0.194,0.0,0.0,0.0,-0.31826581351007643,-0.4748620795485132,0.26233466726171334,0.17959359819100215,0.27727289367024505,0.40966220341225595
0.196,0.0,0.0,0.0,-0.3739665298075616,-0.4729654707983137,0.24956498215291606,0.20312696730011406,0.3290756420641896,0.4062463806438969
0.198,0.0,0.0,0.0,-0.4236676714823281,-0.46355437352144363,0.23320941658196917,0.2230849761614789,0.3741040668338953,0.39677315176502365
0.2,0.0,0.0,0.0,-0.4655359319233248,-0.44596218275056393,0.2123992648678021,0.23839572706734571,0.4114227791150697,0.3808590034947344
0.202,0.0,0.0,0.0,-0.4981784389374595,-0.42017369207369665,0.1867476314185119,0.2484579719505777,0.44044214725321007,0.3584619351202177
