time,LF_GRF_x,LF_GRF_y,LF_GRF_z,LF_ThC1_pos,LF_ThC1_acc,LF_ThC3_pos,LF_ThC3_acc,LF_CTr_pos,LF_CTr_acc,LF_TrF_pos,LF_TrF_acc,LF_FTi_pos,LF_FTi_acc
0.162,0.0,0.0,0.0,0.2744503959370841,0.22780495638639076,-0.5692382792732482,-0.6410419573347986,0.881716560870166,0.7680799627357747,-0.22384756050845164,-0.16879360416998798,0.03655485453247468,0.3334393662689828
0.164,0.0,0.0,0.0,0.2722862352673737,0.22566259840745728,-0.5682651470532221,-0.6389383140422142,0.8770654186063709,0.7666529789660298,-0.22626037639229477,-0.17193232202400663,0.04413193999872597,0.3273831501659927
0.166,0.0,0.0,0.0,0.2701323879322137,0.22351975742569902,-0.5672775666792144,-0.6368154418803658,0.8725076401044235,0.7653090433494651,-0.22868619712388163,-0.1750379402072367,0.05157163423426438,0.32123132100222246
0.168,0.0,0.0,0.0,0.26798841790527783,0.2213766971169001,-0.5662751525052897,-0.6346705000265183,0.8680489516003981,0.7640566360412597,-0.23112485963114396,-0.17810734055422797,0.05886482734685213,0.3149739015488891
0.17,0.0,0.0,0.0,0.26584983550100966,0.2192335171751699,-0.5652646471677739,-0.632513520158853,0.8636443121861482,0.7628541532648866,-0.23357052674332024,-0.18115698571781627,0.06607811075601243,0.3086588873921574
0.17200000000000001,0.0,0.0,0.0,0.2637228757716886,0.2170904772724433,-0.5642351857879075,-0.6303251545587292,0.8593702419966698,0.7617767633671522,-0.23603181284480307,-0.18415751002732894,0.07309747586412024,0.30219918811184276
0.17400000000000002,0.0,0.0,0.0,0.2615987880683035,0.21494753521006305,-0.5632008189411268,-0.6281282417461045,0.8551304275719913,0.7607327755381807,-0.23849702398780634,-0.18714497154988471,0.08006585557416643,0.2957007943031622
0.176,0.0,0.0,0.0,0.2594846178844907,0.21280518691127662,-0.5621486171348402,-0.6258986105721811,0.8510169621585429,0.759814210346294,-0.2409760539529066,-0.19008358302433936,0.08684576309980264,0.2890568766553208
0.178,0.0,0.0,0.0,0.2573737844623746,0.2106632638752563,-0.561089676894205,-0.6236553408957016,0.846952468880836,0.7589459679184157,-0.24345992454285223,-0.19300276353215556,0.09355231265258843,0.2823543538726639
0.18,0.0,0.0,0.0,0.2552690684367026,0.20852212048764077,-0.560018382857264,-0.6213870672978695,0.8429777578519887,0.7581699838912196,-0.24595266961168083,-0.19588632060113442,0.10012437258848124,0.27554438834284556
0.182,0.0,0.0,0.0,0.2531689427742277,0.20638201007589416,-0.558936439861719,-0.619095111585291,0.8390822369597272,0.7574781682642283,-0.24845238733763927,-0.1987376744314552,0.10657733217606336,0.2686359808594998
0.184,0.0,0.0,0.0,0.2510720303659907,0.20424262274725574,-0.5578470425951513,-0.6167865783923897,0.8352421491630755,0.7568452705173803,-0.25095698592358867,-0.20156648599471547,0.11294692151982812,0.26165866400868465
0.186,0.0,0.0,0.0,0.2489802880212706,0.20210515260627704,-0.5567434556660191,-0.6144435087521948,0.8315097575853186,0.7563306888900718,-0.25346987616976796,-0.20435046554844014,0.11915391749843338,0.254542293622835
0.188,0.0,0.0,0.0,0.24688993989861413,0.19996826521293162,-0.5556358598659352,-0.612090469010496,0.8278079250417172,0.7558499513315202,-0.25598503454075866,-0.20712165373075056,0.12531473625717313,0.24738609306545073
0.19,0.0,0.0,0.0,0.24462106893267377,0.19810690772397624,-0.5539590548625145,-0.6086469350106777,0.8240428116079292,0.7559644006652244,-0.25850805435937146,-0.2098418897174121,0.13129418246432528,0.2400693647407755
0.192,0.0,0.0,0.0,0.24224727491045372,0.1969777969899601,-0.5513543925389048,-0.6034521193619884,0.820565361012289,0.7572317919861616,-0.2610330448666998,-0.2125462900346466,0.13721825723238093,0.23270190184368014
0.194,0.0,0.0,0.0,0.2397778568145642,0.19647561565482594,-0.547942256442466,-0.5967353400581223,0.8173436456160593,0.7595111415586697,-0.2635627650269455,-0.21521268474525584,0.1430094405466044,0.22521267597277708
0.196,0.0,0.0,0.0,0.2372221136276156,0.19649504636251633,-0.5438430301205573,-0.5887259150927734,0.8143457377805031,0.7626614656470865,-0.26609518819146594,-0.21785072687574905,0.14870317330916266,0.21763097303978463
0.198,0.0,0.0,0.0,0.2345893443322182,0.19693077175697388,-0.5391770971205384,-0.5796531624596356,0.8115397098668832,0.7665417805157501,-0.268630014026453,-0.22046356671280576,0.15431028335912977,0.20996706827382364
0.2,0.0,0.0,0.0,0.23188884791098233,0.19767747448214126,-0.5340648409897689,-0.5697464001524031,0.8088936342364624,0.7710111024289982,-0.27116756529916763,-0.22303566312903852,0.1597796569249556,0.2021677153671976
0.202,0.0,0.0,0.0,0.22912992334651827,0.1986298371819611,-0.5286266452756083,-0.5592349461647697,0.806375583250504,0.7759284476511686,-0.27370595516810614,-0.2255952231080947,0.16520665003412263,0.1943266861095977
