time,LH_GRF_x,LH_GRF_y,LH_GRF_z,LH_CTr_theta,LH_CTr_vel,LH_TrF_theta,LH_TrF_vel,LH_FTi_theta,LH_FTi_vel
0.074,0.0,0.0,0.0,0.23085306555121032,-20.93364952881771,-0.33183603661424976,3.276301481172361,-0.33192868324026303,27.226918764012424
0.076,0.0,0.0,0.0,0.18086434692051256,-24.99435931534888,-0.32360587142594044,4.115082594154662,-0.26852289528299755,31.70289397863274
0.078,0.0,0.0,0.0,0.12478120904785105,-28.04156893633076,-0.3152204346094685,4.192718408235957,-0.19930312774901754,34.60988376699001
0.08,0.0,0.0,0.0,0.06434350650900167,-30.21885126942469,-0.30741706983744876,3.90168238600988,-0.126931868193449,36.185629777784264
0.082,0.0,0.0,0.0,0.0010058823820253415,-31.66881206348816,-0.30034595197508274,3.535558931183014,-0.053564686091254615,36.683591051097196
0.084,0.0,0.0,0.0,-0.06398083201923109,-32.49335720062822,-0.29378840883039675,3.278771572342992,0.019069279508110853,36.316982799682734
0.08600000000000001,0.0,0.0,0.0,-0.12947676535260877,-32.74796666668884,-0.28730504643225846,3.2416811990691463,0.0895691669054686,35.24994369867887
0.088,0.0,0.0,0.0,-0.19437065980403256,-32.446947225711895,-0.28031822058219835,3.4934129250300536,0.15677779318450896,33.60431313952018
0.09,0.0,0.0,0.0,-0.25751079388374715,-31.570067039857292,-0.2721539811007536,4.0821197407223675,0.21971321522367612,31.46771101958358
0.092,0.0,0.0,0.0,-0.31764662599600657,-30.06791605612971,-0.2620643162011079,5.044832449822844,0.27750921905583315,28.89800191607851
0.094,0.0,0.0,0.0,-0.37337813278720766,-27.865753395600546,-0.2492428638060527,6.410726197527611,0.3293549147878447,25.922847866005764
0.096,0.0,0.0,0.0,-0.42311029314196136,-24.866080177376848,-0.23284148641280739,8.20068869662266,0.37442328914576434,22.53418717895983
0.098,0.0,0.0,0.0,-0.46501029394156557,-20.950000399802104,-0.2119914614620837,10.425012475361845,0.41177895447281904,18.67783266352735
0.1,0.0,0.0,0.0,-0.4976852549841392,-16.337480521286807,-0.18630593989386926,12.842760784107218,0.44083225123547654,14.52664838132875
0.10200000000000001,0.0,0.0,0.0,-0.5212847152712218,-11.799730143541298,-0.15659790262891082,14.854018632479217,0.4620508992947968,10.609324029660138
0.10400000000000001,0.0,0.0,0.0,-0.5361196530300084,-7.417468879393319,-0.12384402502479278,16.376938802059023,0.47580089999467934,6.875000349941263
0.106,0.0,0.0,0.0,-0.5426126988294273,-3.2465228997094475,-0.08905573637538473,17.39414432470402,0.48239270500319315,3.2959025042569032
0.108,0.0,0.0,0.0,-0.541350925524688,0.6308866523696555,-0.05324568963965556,17.905023367864583,0.4822000481943283,-0.09632840443241086
0.11,0.0,0.0,0.0,-0.5331064397038735,4.122242910407247,-0.01739308460976783,17.926302514943867,0.47573650738154366,-3.2317704063923314
0.112,0.0,0.0,0.0,-0.5188307520530879,7.137843825392786,0.017589025633627117,17.491055121697475,0.46369318145941485,-6.021662961064406
0.114,0.0,0.0,0.0,-0.4996284388397739,9.601156606657002,0.050879311185857326,16.645142776115105,0.4469418114436643,-8.375685007875278
0.116,0.0,0.0,0.0,-0.47671530353682634,11.456567651473792,0.08176263709529506,15.441662954718868,0.4265094036079668,-10.216203917848748
0.11800000000000001,0.0,0.0,0.0,-0.4513657420928682,12.674780721979056,0.10963307781591528,13.935220360310106,0.40353155180382916,-11.48892590206882
0.12,0.0,0.0,0.0,-0.42485321263265047,13.25626473010888,0.13398940511804447,12.178163651064597,0.37919156357266687,-12.169994115581146
0.122,0.0,0.0,0.0,-0.39838682576434586,13.233193434152302,0.15442996344022228,10.220279161088905,0.35465139082990044,-12.270086371383215
0.124,0.0,0.0,0.0,-0.3730465437125484,12.670141025898722,0.17065434408890376,8.11219032434074,0.3309790610752594,-11.836164877320531
0.126,0.0,0.0,0.0,-0.3497197263842959,11.663408664126267,0.18247709907125012,5.911377491173181,0.3090766590558419,-10.951201009708727
0.128,0.0,0.0,0.0,-0.32904287637727814,10.338425003508872,0.18985454977867117,3.688725353710523,0.28961331268742174,-9.731673184210088
0.13,-19.54897977827288,-9.447961191620685,28.996940969893565,-0.3113539103709741,8.844483003152021,0.1929208644006207,1.533157310974767,0.2729687312678944,-8.322290709763674
0.132,-18.799512921571594,-8.483450917484783,27.28296383905638,-0.29666103182317166,7.346439273901217,0.19202583408573543,-0.4475151574426378,0.2591935686851724,-6.887581291360995
0.134,-18.078299774070498,-7.75336435312247,25.83166412719297,-0.2846330390449335,6.013996389119091,0.1877660071996647,-2.1299134430353694,0.24799189359619483,-5.600837544488785
0.136,-17.375097218363578,-7.201113871727318,24.576211090090897,-0.2746119840426274,5.01052750115305,0.1810038566082051,-3.381075295729799,0.23872738910323926,-4.632252246477786
0.138,-16.683876906613285,-6.753850967961207,23.43772787457449,-0.2656429562995989,4.484513871514245,0.17287536692764383,-4.064244840280631,0.23044859631314493,-4.139396395047165
0.14,-15.995907976007832,-6.334452524141586,22.330360500149418,-0.25674169802282454,4.450629138387174,0.1645218380001991,-4.176764463722366,0.22215918033816512,-4.144707987489907
0.14200000000000002,-15.309142652702265,-5.925836240233289,21.234978892935555,-0.2476940661424446,4.523815940189968,0.1561879668000753,-4.166935600061899,0.2136402516867426,-4.259464325711254
0.14400000000000002,-14.9198208383755,-5.69737178548053,20.61719262385603,-0.2424835319307592,2.605267105842704,0.15147505057020558,-2.356458114934859,0.20868159122236296,-2.4793302321898247
0.146,-14.532416359844454,-5.475051347721819,20.007467707566274,-0.2372531775123111,2.615177209224051,0.14676401552395357,-2.3555175231260024,0.20369173303008206,-2.4949290961404498
0.148,-14.144922759865347,-5.254663457934899,19.399586217800245,-0.2319584074218839,2.647385045213599,0.14205909432445893,-2.352460599747322,0.19860048222212187,-2.545625403980095
0.15,-13.758585463662449,-5.0385462877168425,18.79713175137929,-0.22662362361750232,2.6673919021907855,0.1373571303507046,-2.3509819868771653,0.19344615695431508,-2.577162633903396
0.152,-13.373276369851618,-4.826242441803386,18.199518811655004,-0.22124382438492202,2.689899616290153,0.13265849325590812,-2.3493185473982408,0.1882208729191808,-2.6126420175671403
0.154,-12.988334744236555,-4.616357698205815,17.60469244244237,-0.21580337004953684,2.7202271676925878,0.12796301091627516,-2.3477411698164805,0.18289986797495686,-2.6605024721119697
0.156,-12.60557192920559,-4.4121248782530476,17.017696807458638,-0.21033764275464983,2.7328636474435037,0.12326884305796053,-2.3470839291573133,0.17753897931861237,-2.680444328172243
0.158,-12.222362322602622,-4.208484710502093,16.430847033104715,-0.20479009078562083,2.773775984514504,0.11857706652689404,-2.3458882655332456,0.1720488542141029,-2.7450625522547343
0.16,-11.841762328191153,-4.010925963043569,15.852688291234722,-0.1992218833858116,2.7841036999046165,0.11388552559039979,-2.3457704682471254,0.16652609230886953,-2.7613809526166877
0.162,-11.461378896761245,-3.814886714771873,15.276265611533118,-0.19358114950565256,2.820366940079519,0.10919438662479508,-2.3455694828023526,0.16088871929763926,-2.818686505615134
0.164,-11.083041072684049,-3.6235263107802833,14.706567383464332,-0.18790363554440248,2.8387569806250372,0.10450254741398037,-2.345919605407358,0.15519321070595127,-2.847754295843996
0.166,-10.706107016232504,-3.435480924796754,14.141587941029258,-0.182173578610165,2.865028467118738,0.09980970785286547,-2.3464197805574476,0.14941465128503778,-2.8892797104567434
0.168,-10.33038471010107,-3.25028225201152,13.58066696211259,-0.17638482524420399,2.8943766829805093,0.09511425517353155,-2.3477263396669628,0.1435433209256836,-2.9356651796770965
0.17,-9.957280394530835,-3.0701396957364646,13.0274200902673,-0.17056405564275723,2.9103848007233784,0.09041737715698711,-2.348439008272217,0.13762138823627065,-2.960966344706467
0.17200000000000001,-9.584534149831104,-2.8910450853279714,12.475579235159074,-0.16466189244631016,2.9510815982235346,0.08571472842632394,-2.3513243653315863,0.13157085731173745,-3.0252654622665993
0.17400000000000002,-9.215117021760415,-2.7178163361823855,11.932933357942801,-0.15873782574261264,2.962033351848761,0.081010225313278,-2.3522515565229662,0.12548573107436778,-3.042563118684838
0.176,-8.846240748585018,-2.545616767260906,11.391857515845924,-0.15273087632953708,3.0034747065377787,0.07629758504648038,-2.356320133398815,0.11926973822584536,-3.107996424261211
0.178,-8.480358535133673,-2.378324330196721,10.858682865330394,-0.14669011961288192,3.02037835832758,0.07158067318076684,-2.3584559328567662,0.11300041516925968,-3.134661528292837
0.18,-8.116265734535405,-2.213746337841722,10.330012072377126,-0.1405873828396646,3.0513683866086603,0.06685593005037448,-2.3623715651961836,0.10663332006455854,-3.1835475523505696
0.182,-7.754294515329738,-2.052271244160547,9.806565759490285,-0.1344271048546554,3.0801389925046023,0.06212224378993985,-2.366843130217313,0.10017556418907943,-3.228877937739558
0.184,-7.395379651542625,-1.8951258450787916,9.290505496621417,-0.12822654802139175,3.100278416631824,0.057382297338475524,-2.369973225732163,0.09365434577405558,-3.260609207511922
0.186,-7.037702578008356,-1.7393218327230144,8.777024410731372,-0.12194359989713814,3.141474062126802,0.05262707673637836,-2.3776103010485805,0.08700350455931317,-3.3254206073712043
0.188,-6.684089096516487,-1.5889745647243456,8.273063661240833,-0.1156369680572664,3.153315919935867,0.047867279489340976,-2.3798986235186934,0.08031541923398058,-3.344042662666295
0.19,-6.302277960066251,-1.4232828091268237,7.725560769193074,-0.10868088237394052,3.4780428416629414,0.042514588167381316,-2.67634566097983,0.07268375395202518,-3.8158326409776997
0.192,-5.864047574934882,-1.177212739980033,7.18836803229908,-0.10119502658302947,3.742927895455529,0.036576329062657155,-2.9691295523620806,0.06401726938980035,-4.333242281112419
0.194,-5.277912751961223,-0.7026522686675031,6.777030381314949,-0.09322017202295224,3.987427280038612,0.0301128685057231,-3.2317302784670274,0.054414226145240954,-4.801521622279696
0.196,-4.6667771239988,-0.19442238624272778,6.366003929387719,-0.084797090032128,4.21154099541212,0.02318457282713379,-3.464147839294655,0.043972884816282,-5.220670664479479
0.198,-4.037570124567543,0.33910958449090256,5.95993801676142,-0.07596655194897572,4.4152690415761375,0.01585180835744384,-3.666382234844974,0.03279150600085839,-5.590689407711804
0.2,-3.3968656323452393,0.8900490866861718,5.562590129148216,-0.06676932911191452,4.598611418530601,0.008174941427207871,-3.8384334651179843,0.020968350296905056,-5.9115778519766655
0.202,-2.7507878971888444,1.451027171318128,5.176729606464816,-0.05724619285936342,4.76156812627555,0.00021433836698052074,-3.9803015301136755,0.00860167830235695,-6.183335997274053
