time,RM_GRF_x,RM_GRF_y,RM_GRF_z,RM_CTr_theta,RM_CTr_vel,RM_TrF_theta,RM_TrF_vel,RM_FTi_theta,RM_FTi_vel
0.074,0.0,0.0,0.0,0.0900601440607284,-16.0181662571452,0.36211020707853575,-3.632300039531605,-0.18372205365880773,17.65286012830376
0.076,0.0,0.0,0.0,0.050971738775359,-19.5442026426847,0.35128503078914997,-5.412588144692893,-0.14149162941136237,21.115212123722678
0.078,0.0,0.0,0.0,0.005963798070241388,-22.503970352558806,0.33780795572397987,-6.738537532585048,-0.09394895284524471,23.771338283058828
0.08,0.0,0.0,0.0,-0.043679786345045477,-24.821792207643433,0.3224430193505974,-7.682468186691244,-0.042817801103053846,25.565575871095433
0.082,0.0,0.0,0.0,-0.09660890952372499,-26.464561589339755,0.3057136650851739,-8.364677132711746,0.010206456123837672,26.512128613445757
0.084,0.0,0.0,0.0,-0.1514443524262293,-27.41772145125216,0.28789452907753027,-8.90956800382181,0.06353732274118779,26.665433308675055
0.08600000000000001,0.0,0.0,0.0,-0.20678116741449026,-27.668407494130477,0.26905056881083583,-9.421980133347219,0.11573230579794005,26.097491528376136
0.088,0.0,0.0,0.0,-0.2611744891671322,-27.196660876320973,0.24909144363233848,-9.979562589248674,0.1654989515316711,24.883322866865523
0.09,0.0,0.0,0.0,-0.3131200397542323,-25.972775293550047,0.2278240633499635,-10.633690141187493,0.21168338320317312,23.09221583575101
0.092,0.0,0.0,0.0,-0.3610366731295309,-23.958316687649305,0.20499707595200894,-11.413493698977275,0.2532468466277449,20.78173171228588
0.094,0.0,0.0,0.0,-0.4032539949429763,-21.108660906722697,0.18033632823980497,-12.330373856101986,0.28923066709805134,17.99191023515323
0.096,0.0,0.0,0.0,-0.4380045844635021,-17.375294760262893,0.15357192512628398,-13.382201556760496,0.3187064776749634,14.737905288456032
0.098,0.0,0.0,0.0,-0.4634175808401165,-12.706498188307213,0.12445740147560228,-14.557261825340852,0.3407065006128629,11.000011468949744
0.1,0.0,0.0,0.0,-0.4783116691782775,-7.447044169080486,0.09301462667124488,-15.721387402178696,0.35468784446558316,6.990671926360132
0.10200000000000001,0.0,0.0,0.0,-0.48338788955421796,-2.538110187970233,0.05987457160196471,-16.570027534640086,0.3612448224431467,3.2784889887817745
0.10400000000000001,0.0,0.0,0.0,-0.4795666826568411,1.9106034486884305,0.025748040045332446,-17.063265778316133,0.36095323886779873,-0.14579178767398782
0.106,0.0,0.0,0.0,-0.46785752897023236,5.854576843304371,-0.008655537181048577,-17.201788613190512,0.35436859251420594,-3.2923231767963967
0.108,0.0,0.0,0.0,-0.44937049647157,9.243516249331174,-0.042654934328744315,-16.99969857384787,0.3421052964597502,-6.131648027227876
0.11,0.0,0.0,0.0,-0.42531201893841813,12.029238766575938,-0.07561625484111975,-16.48066025618772,0.32488440391890694,-8.610446270421622
0.112,0.0,0.0,0.0,-0.3969676956577756,14.172161640321256,-0.10696310536440622,-15.673425261643231,0.3035533570032957,-10.665523457805609
0.114,0.0,0.0,0.0,-0.3656748051884441,15.646445234665768,-0.13617739043917676,-14.607142537385272,0.27908205479033404,-12.235651106480837
0.116,0.0,0.0,0.0,-0.33278704007183346,16.44388255830531,-0.16279244939424387,-13.307529477533553,0.25253989378250746,-13.271080503913291
0.11800000000000001,0.0,0.0,0.0,-0.29963343628402006,16.5768018939067,-0.1863827938024976,-11.79517220412686,0.22505800717008648,-13.740943306210493
0.12,0.0,0.0,0.0,-0.26747266599509,16.080385144465026,-0.2065566665053552,-10.086936351428808,0.1977799413735045,-13.639032898290992
0.122,0.0,0.0,0.0,-0.237443184996399,15.014740499345507,-0.2229582697261384,-8.200801610391592,0.1718030607395172,-12.988440316993643
0.124,0.0,0.0,0.0,-0.2105097425386506,13.466721228874198,-0.23528524345268864,-6.163486863275128,0.14811275386085793,-11.84515343932964
0.126,0.0,0.0,0.0,-0.1874079054109194,11.5509185638656,-0.24332349938484132,-4.019127966076341,0.12751248757783962,-10.300133141509155
0.128,0.0,0.0,0.0,-0.1685904566558233,9.408724377548042,-0.24699609698729694,-1.8362988012278063,0.11055484255113764,-8.478822513350991
0.13,-19.370410569305058,5.9229014212741715,25.29331199057923,-0.1541819581192996,7.204249268261853,-0.24641691545981217,0.28959076374238113,0.09748104682770427,-6.5368978617166835
0.132,-18.696417928313732,5.128588776339534,23.825006704653266,-0.14394887434584824,5.116541886725681,-0.24193616209006935,2.240376684871412,0.08817771132665607,-4.6516677505240995
0.134,-17.995099520462396,4.571774918668777,22.566874439131173,-0.13729091522389789,3.3289795609751787,-0.23416614526524748,3.885008412410934,0.08215787876366917,-3.0099162814934477
0.136,-17.274122139198493,4.1958732902815195,21.46999542948001,-0.13325426794587633,2.0183236390107773,-0.22398296248775118,5.091591388748151,0.07856840307617817,-1.7947378437455017
0.138,-16.545195898943486,3.925154276552705,20.470350175496193,-0.13056050736884373,1.3468802885163027,-0.21250990135187836,5.73653056793641,0.07621789799054846,-1.1752525428148572
0.14,-15.8170085305103,3.6795158835092954,19.496524414019596,-0.12793487316649857,1.312817101172578,-0.20084383903052988,5.83303116067424,0.07389567689021213,-1.161110550168161
0.14200000000000002,-15.091210847159438,3.4414413513861235,18.532652198545563,-0.1251048988646488,1.4149871509248901,-0.18921515350384183,5.814342763344027,0.07134011956150363,-1.2777786643542524
0.14400000000000002,-14.68028789485245,3.307985783765093,17.988273678617542,-0.12338625924802352,0.8593198083126363,-0.18264424420926806,3.2854546472868837,0.06975962456490846,-0.7902474982975846
0.146,-14.271494833903153,3.180193396897412,17.451688230800563,-0.12164072942969018,0.8727649091666706,-0.17607714282133735,3.2835506939653536,0.06814794792955009,-0.8058383176791847
0.148,-13.862930500896407,3.0531874320256334,16.91611793292204,-0.11980780645580552,0.9164614869423271,-0.16952241712999622,3.277362845670567,0.0664349309682112,-0.8565084806694475
0.15,-13.455748614412474,2.9297493485604447,16.38549796297292,-0.11792138740236374,0.9432095267208895,-0.16297413019735682,3.2741434663196984,0.06465944163948695,-0.8877446643621236
0.152,-13.04981498556094,2.8093771552061964,15.859192140767137,-0.11597478525942016,0.9733010714717896,-0.15643308686825674,3.2705216645500386,0.06281367089745414,-0.9228853710164033
0.154,-12.64446824198619,2.690491347755196,15.334959589741384,-0.11394829536330169,1.0132449480592387,-0.1498999242338578,3.2665813171994658,0.06087398737284793,-0.9698417623031051
0.156,-12.241455891167755,2.5769206331275103,14.818376524295266,-0.11188851890336039,1.0298882299706462,-0.14337004522225122,3.2649395058032966,0.058895173522169546,-0.9894069253391924
0.158,-11.83818938691405,2.4627734090105955,14.300962795924647,-0.10972260726892326,1.0829558172185672,-0.1368482774959848,3.26088386313321,0.05679081422415403,-1.0521796490077575
0.16,-11.437661212256717,2.3545485134291253,13.792209725685844,-0.10753021588725276,1.0961956908352513,-0.13032808132189846,3.260098087043167,0.05465499605190761,-1.0679090861232114
0.162,-11.037487680506446,2.246919011700815,13.284406692207261,-0.10524520844438774,1.1425037214325071,-0.12381285326642803,3.2576140277352157,0.052408987222056856,-1.1230044149253757
0.164,-10.63947746638754,2.143665574037558,12.783143040425097,-0.10291397783693464,1.1656153037265526,-0.1172990235820855,3.2569148421712697,0.05010768724879144,-1.1506499866327096
0.166,-10.242979013519872,2.04321839520483,12.286197408724702,-0.10051671413721276,1.1986318498609372,-0.11078719157078254,3.2559160056514767,0.04772739992779069,-1.1901436605003743
0.168,-9.8477841999684,1.945086242436474,11.792870442404874,-0.0980468818160041,1.234916160604331,-0.10427581000898711,3.255690780897713,0.04525987505260914,-1.2337624375907754
0.17,-9.45531979268625,1.8519255446381546,11.307245337324405,-0.09553746661034805,1.2547076028280244,-0.09776467414692289,3.2555679310321133,0.04274476605696526,-1.2575544978219375
0.17200000000000001,-9.063259655293553,1.7590481444742745,10.822307799767827,-0.09292909571846537,1.3041854459413387,-0.09125170340369802,3.2564853716124316,0.04011015487126778,-1.31730559284874
0.17400000000000002,-8.67465968487437,1.6722191802764235,10.346878865150794,-0.09029432447155973,1.3173856234528214,-0.08473790634364044,3.256898530028793,0.037443595401814085,-1.3332797347268486
0.176,-8.17991698817522,1.4071670536112353,9.971374717215314,-0.08756050624820848,1.3669091116756265,-0.07821974678849822,3.2590797775711096,0.03465692599424246,-1.393334703785814
0.178,-7.683563789013648,1.1398900905888802,9.606792624734027,-0.08478699464267667,1.3867558027659057,-0.07169879489579466,3.2604759463517805,0.031821941732052425,-1.4174921310950162
0.18,-7.187618843370483,0.8733604478616042,9.24619950269157,-0.08194071183648072,1.4231414030979743,-0.06517272371756246,3.2630355891161007,0.028898380236395516,-1.4617807478284548
0.182,-6.6924569429464755,0.6081850463123057,8.890419442461775,-0.07902808370652091,1.4563140649799036,-0.05864018391361309,3.266269901974681,0.025893793576944983,-1.502293329725266
0.184,-6.199254531099707,0.3461968163740391,8.54178927883061,-0.07606901384992634,1.4795349282972838,-0.05210311607166156,3.2685339209757682,0.022832489302838842,-1.5306521370530706
0.186,-5.705645659498362,0.08324436188607764,8.195169774423269,-0.07301670030471882,1.5261567726037595,-0.04555434172413575,3.2743871737629036,0.019656976643522693,-1.5877563296580743
0.188,-5.215277400694132,-0.1746965832535381,7.858095444786662,-0.06993771294887502,1.539493677921902,-0.03900202450415388,3.276158609990934,0.016448772286820162,-1.6041021783512657
0.19,-4.684066144101469,-0.46988925859722297,7.5047095894925455,-0.06659192665197612,1.672893148449449,-0.03183010814545003,3.585958179351926,0.012698004946915987,-1.8753836699520872
0.192,-4.126770009559279,-0.8120666337064257,7.147786522641507,-0.06307554132503326,1.7581926634714293,-0.024216857629678887,3.8066252578855715,0.008281908420435882,-2.2080482632400527
0.194,-3.547783697337426,-1.1938448786655802,6.791227689562412,-0.05938970453629093,1.8429183943711667,-0.016202777863291086,4.0070398831939,0.003264024167114547,-2.508942126660667
0.196,-2.638815494013517,-1.5557719937641377,6.67555387618248,-0.05553556385399368,1.927070341148626,-0.007828373752737225,4.187202055276931,-0.0022921063533133126,-2.7780652602139297
0.198,-1.5173528671560224,-1.9134270262513204,6.711462765237157,-0.051514266846386,2.0106485038038393,0.0008658497955320924,4.347111774134658,-0.008322941681112996,-3.0154176638998416
0.2,-0.36710058322914807,-2.291286757428866,6.763147689489503,-0.04732696108171242,2.093652882336788,0.009839387875066259,4.486769039767084,-0.014764940356549804,-3.220999337718404
0.202,0.8055408051209476,-2.683700313479176,6.829951755971511,-0.042974794128217475,2.1760834767474737,0.019051735579414655,4.606173852174198,-0.021554560919889033,-3.3948102816696144
