time,LM_GRF_x,LM_GRF_y,LM_GRF_z,LM_CTr_theta,LM_CTr_vel,LM_TrF_theta,LM_TrF_vel,LM_FTi_theta,LM_FTi_vel
0.13,10.44350577058255,3.298991657648118,13.742497428230669,0.03332155661134138,3.0753316702587847,-0.15111046538641768,-4.543093212623458,-0.1208686468601771,-3.405528632982539
0.132,10.953602396169424,3.265100776691161,14.218703172860586,0.03959588577792035,3.137164583289484,-0.160293772957835,-4.591653785708666,-0.12782890198628877,-3.4801275630558304
0.134,11.45656804717181,3.236038086955075,14.692606134126885,0.04599640449029058,3.200259356185113,-0.16958074006375762,-4.643483552961306,-0.13494086069199973,-3.5559793528554815
0.136,11.951686084715538,3.212015631073115,15.163701715788653,0.05252581199231976,3.2647037510145913,-0.17897833985735864,-4.698799896800512,-0.14220717881975034,-3.6331590638753046
0.138,12.438168135731377,3.193256035307009,15.631424171038386,0.0591870116910936,3.3305998493869184,-0.1884940587636758,-4.757859453158583,-0.14963068578766728,-3.7117534839584687
0.14,12.915144519805997,3.1799929309289143,16.09513745073491,0.06598311823303385,3.3980532709701263,-0.19813592266437374,-4.8209319503489665,-0.1572143892942978,-3.7918517533152563
0.14200000000000002,13.381653710588925,3.1724712532325428,16.55412496382147,0.07291746735799888,3.467174562482515,-0.20791252867783327,-4.888303006729766,-0.16496148251176562,-3.873546608733916
0.14400000000000002,13.836634451708544,3.1709471911590996,17.007581642867645,0.07999365196473056,3.538092303365839,-0.21783314697799105,-4.960309150078889,-0.17287537279617377,-3.9569451422040713
0.146,14.278913659888248,3.175688300539505,17.454601960427752,0.0872155423696081,3.610945202438771,-0.22790778501706946,-5.037319019539202,-0.18095969636527595,-4.0421617845510935
0.148,14.707190291673983,3.186973569921336,17.89416386159532,0.09458729437930888,3.6858760048503885,-0.23814721760944993,-5.119716296190235,-0.1892183231636323,-4.129313399178172
0.15,15.12002237431538,3.2050930303339262,18.325115404649306,0.10211339196634887,3.7630487935199977,-0.24856311178624851,-5.207947088399292,-0.1976553895987669,-4.218533217567308
0.152,15.51581278789184,3.23034725120516,18.746160039097,0.10979869884694678,3.8426534402989514,-0.2591681836152653,-5.302535914508383,-0.20627533654803742,-4.309973474635257
0.154,15.892781166361825,3.2630468375831017,19.155828003944926,0.11764844280178337,3.9248719774182956,-0.26997616369962907,-5.403990042181894,-0.21508289470112985,-4.40377907654621
0.156,16.248944612595725,3.3035110713401084,19.552455683935833,0.12566827672770933,4.009916962962983,-0.28100198162775525,-5.51290896406309,-0.22408312953361012,-4.500117416240138
0.158,16.58211584820762,3.3520666857079244,19.934182533915546,0.13386448979170446,4.098106531997561,-0.2922623934456666,-5.630205908955688,-0.2332815991244705,-4.5992347954301875
0.16,16.889801489661835,3.409044859811479,20.298846349473315,0.14224357681359745,4.189543510946497,-0.3037747461281101,-5.756176341221747,-0.2426840206142144,-4.701210744871953
0.162,17.29647442803693,3.507118714741279,20.803593142778208,0.1543018260779586,6.029124632180569,-0.32075536644800245,-8.490310159946167,-0.25620350293955,-6.759741162667809
